Shipment#,IndexDate,Month,Year,Date(Period),CarrierRef,EnglishOrigin,EnglishDestination,Route,GCD,CO2(kg),CO2Metric,Density,CDCTrafficRating,CDCDensityRating,CDCEfficiencyRating,RDCTrafficRating,RDCDensityRating,RDCEfficiencyRating,RouteTrafficRating,RouteDensityRating,RouteEfficiencyRating,
1385,03/01/2014,1,2014,1 /2014,Carrier08,Huiyang CDC,Qingdao RDC,"Huiyang CDC , Qingdao RDC",1553.3,1.40754316,0.244908949,148,4,1,2,2,2,2,2,1,4,
1386,03/01/2014,1,2014,1 /2014,Carrier08,Shenzhen CDC,Shijiazhuang RDC,"Shenzhen CDC , Shijiazhuang RDC",1712.1,1.822527852,0.234367786,156.6206897,2,3,4,2,2,5,1,2,4,
1387,04/01/2014,1,2014,1 /2014,Carrier09,Huiyang CDC,Wuhan RDC,"Huiyang CDC , Wuhan RDC",841.8,269.2752235,0.320049911,117.8759288,4,1,2,2,2,5,3,1,4,
1388,05/01/2014,1,2014,1 /2014,Carrier06,Beijing CDC,Shijiazhuang RDC,"Beijing CDC , Shijiazhuang RDC",266.2,58.7885531,0.334449283,114.8182925,3,3,5,2,2,5,3,1,4,
1389,06/01/2014,1,2014,1 /2014,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,15.23120542,0.355583323,151.1441024,4,1,2,4,4,5,3,1,4,
1390,06/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,45.7640851,0.20209728,178.7424634,5,4,3,4,4,5,4,2,5,
1391,06/01/2014,1,2014,1 /2014,Carrier01,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,20.0065029,0.202961173,192.9881797,5,4,3,4,4,5,3,2,4,
1392,06/01/2014,1,2014,1 /2014,Carrier03,Beijing CDC,Lanzhou RDC,"Beijing CDC , Lanzhou RDC",1161.4,341.3790854,0.348957728,119.1582968,3,3,5,4,3,3,2,1,4,
1393,07/01/2014,1,2014,1 /2014,Carrier06,Shanghai CDC,Hefei RDC,"Shanghai CDC , Hefei RDC",413.4,105.8339221,0.240933322,155.824901,5,4,3,4,3,3,3,1,4,
1394,07/01/2014,1,2014,1 /2014,Carrier03,Chengdu CDC,Lanzhou RDC,"Chengdu CDC , Lanzhou RDC",581.9,430.1904859,0.470636951,116.4087743,2,3,3,4,3,3,1,1,4,
1395,07/01/2014,1,2014,1 /2014,Carrier08,Hefei CDC,Chongqing RDC,"Hefei CDC , Chongqing RDC",568.1853429,9.09,1.315325229,238.4901961,1,5,1,4,4,5,1,3,1,
1396,07/01/2014,1,2014,1 /2014,Carrier04,Hefei CDC,Shanghai RDC,"Hefei CDC , Shanghai RDC",399,86.76830318,0.16268838,237.6765647,1,5,1,2,2,2,1,3,5,
1397,07/01/2014,1,2014,1 /2014,Carrier05,Shanghai CDC,Fuzhou RDC,"Shanghai CDC , Fuzhou RDC",623.6,231.8495708,0.231864615,176.5567056,5,4,3,4,4,5,1,2,4,
1398,08/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,110.7001341,0.268507853,132.5252525,3,3,5,2,2,5,3,1,4,
1399,09/01/2014,1,2014,1 /2014,Carrier07,Huiyang CDC,Chengdu RDC,"Huiyang CDC , Chengdu RDC",1348,4.041896271,0.540162019,81.63235294,4,1,2,4,4,5,2,1,4,
1400,09/01/2014,1,2014,1 /2014,Carrier06,Shanghai CDC,Hohhot RDC,"Shanghai CDC , Hohhot RDC",1387.254897,110.28,0.981421283,218.2700081,5,4,3,4,3,3,2,2,4,
1401,10/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Fuzhou RDC,"Beijing CDC , Fuzhou RDC",1583.8,3.462981252,0.070669089,150.9268293,3,3,5,4,4,5,2,2,5,
1402,10/01/2014,1,2014,1 /2014,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,847.5088807,0.307532824,121.2816116,3,3,5,2,2,2,3,2,4,
1403,10/01/2014,1,2014,1 /2014,Carrier04,Chengdu CDC,Nanning RDC,"Chengdu CDC , Nanning RDC",981.1,329.2136324,0.305317035,133.2492726,2,3,3,2,2,2,1,1,4,
1404,10/01/2014,1,2014,1 /2014,Carrier07,Huiyang CDC,Fuzhou RDC,"Huiyang CDC , Fuzhou RDC",602.1,384.7874778,0.345302603,114.3933494,4,1,2,4,4,5,3,1,4,
1405,11/01/2014,1,2014,1 /2014,Carrier03,Beijing CDC,Lanzhou RDC,"Beijing CDC , Lanzhou RDC",1161.4,0.516947352,0.49621747,81.54545455,3,3,5,4,3,3,2,1,4,
1406,11/01/2014,1,2014,1 /2014,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,783.5814925,0.273774868,127.7876144,4,1,2,4,4,5,3,1,4,
1407,12/01/2014,1,2014,1 /2014,Carrier07,Huiyang CDC,Nanchang RDC,"Huiyang CDC , Nanchang RDC",659.3,194.4480989,0.286068451,127.7231169,4,1,2,2,2,2,3,1,4,
1408,12/01/2014,1,2014,1 /2014,Carrier06,Beijing CDC,Hangzhou RDC,"Beijing CDC , Hangzhou RDC",1131,311.4432069,0.288162753,130.0142857,3,3,5,4,3,3,3,1,4,
1409,13/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Changchun RDC,"Beijing CDC , Changchun RDC",865.3,8.983420348,0.11666318,316.6903915,3,3,5,4,4,5,2,1,4,
1410,13/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Nanjing RDC,"Beijing CDC , Nanjing RDC",927.2,75.73006788,0.07521407,135.8242652,3,3,5,2,2,2,2,1,5,
1411,13/01/2014,1,2014,1 /2014,Carrier06,Beijing CDC,Shijiazhuang RDC,"Beijing CDC , Shijiazhuang RDC",266.2,26.11360692,0.281647134,136.9103774,3,3,5,2,2,5,3,1,4,
1412,13/01/2014,1,2014,1 /2014,Carrier04,Chengdu CDC,Jiulongpo RDC,"Chengdu CDC , Jiulongpo RDC",284.4,2.319383587,0.151699353,258.4615385,2,3,3,4,3,3,2,1,4,
1413,14/01/2014,1,2014,1 /2014,Carrier09,Huiyang CDC,Shanghai RDC,"Huiyang CDC , Shanghai RDC",1164,180.6500648,0.272742155,144.4964449,4,1,2,2,2,2,2,1,4,
1414,14/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Chengdu RDC,"Beijing CDC , Chengdu RDC",1536.1,18.05338774,0.200425357,189.1580645,3,3,5,4,4,5,2,3,4,
1415,14/01/2014,1,2014,1 /2014,Carrier04,Chengdu CDC,Guangzhou RDC,"Chengdu CDC , Guangzhou RDC",27,16.24441181,0.32987087,148.0542252,2,3,3,4,4,5,2,3,5,
1416,14/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Changchun RDC,"Shanghai CDC , Changchun RDC",1442.9,608.0419279,0.317450379,140.2493397,5,4,3,4,4,5,2,2,4,
1417,14/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Shenyang RDC,"Shanghai CDC , Shenyang RDC",1203.6,6.694245685,0.232324666,197.8512397,5,4,3,2,2,5,3,2,4,
1418,15/01/2014,1,2014,1 /2014,Carrier07,Huiyang CDC,Xiamen RDC,"Huiyang CDC , Xiamen RDC",413.6,282.2851422,0.298548392,136.2712804,4,1,2,2,2,5,2,1,4,
1419,15/01/2014,1,2014,1 /2014,Carrier02,Shanghai CDC,Xining RDC,"Shanghai CDC , Xining RDC",1919.6,13.33106639,0.088897985,113.7117904,5,4,3,1,3,2,1,1,2,
1420,15/01/2014,1,2014,1 /2014,Carrier06,Shanghai CDC,Hefei RDC,"Shanghai CDC , Hefei RDC",413.4,11.12015523,0.283597921,131.9193324,5,4,3,4,3,3,3,1,4,
1421,15/01/2014,1,2014,1 /2014,Carrier07,Huiyang CDC,Nanning RDC,"Huiyang CDC , Nanning RDC",636.6,756.0742373,0.27208575,136.8405906,4,1,2,2,2,2,2,1,4,
1422,15/01/2014,1,2014,1 /2014,Carrier08,Hefei CDC,Guiyang RDC,"Hefei CDC , Guiyang RDC",1179.197505,40.95,1.022344765,196.915942,1,5,1,4,4,5,1,3,2,
1423,16/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Kunming RDC,"Shanghai CDC , Kunming RDC",1971.7,291.7878607,0.231701832,163.6852896,5,4,3,4,3,3,2,2,5,
1424,16/01/2014,1,2014,1 /2014,Carrier02,Shenzhen CDC,Shanghai RDC,"Shenzhen CDC , Shanghai RDC",1221.2,75.32603448,0.244356684,165.2002618,2,3,4,2,2,2,2,1,4,
1425,16/01/2014,1,2014,1 /2014,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,13.48464116,0.268548174,130.39801,4,1,2,4,4,5,3,1,4,
1426,17/01/2014,1,2014,1 /2014,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,698.7029835,0.292395122,127.6677735,5,4,3,2,2,2,5,1,4,
1427,17/01/2014,1,2014,1 /2014,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,24.50585214,0.384586506,122.1468868,2,3,3,4,4,5,3,1,4,
1428,17/01/2014,1,2014,1 /2014,Carrier06,Hefei CDC,Hangzhou RDC,"Hefei CDC , Hangzhou RDC",314.8,0.399615875,0.188119118,232.6896552,1,5,1,4,3,3,1,3,5,
1429,17/01/2014,1,2014,1 /2014,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,19.20796286,0.235353976,148.951049,4,1,2,4,4,5,3,1,4,
1430,17/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,736.1817991,0.266412915,135.2684151,5,4,3,4,4,5,4,2,5,
1431,17/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Changsha RDC,"Beijing CDC , Changsha RDC",1344.6,13.04580993,0.163141855,219.4538745,3,3,5,4,4,5,1,3,5,
1432,17/01/2014,1,2014,1 /2014,Carrier03,Beijing CDC,Taiyuan RDC,"Beijing CDC , Taiyuan RDC",412.8,51.37000294,0.293358879,135.8309318,3,3,5,2,2,5,3,1,4,
1433,17/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Zhengzhou RDC,"Shanghai CDC , Zhengzhou RDC",820.7,9.624600785,0.137968317,265.625,5,4,3,2,2,5,3,2,5,
1434,18/01/2014,1,2014,1 /2014,Carrier03,Beijing CDC,Taiyuan RDC,"Beijing CDC , Taiyuan RDC",412.8,1214.512481,0.286581068,139.1100271,3,3,5,2,2,5,3,1,4,
1435,18/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Fuzhou RDC,"Beijing CDC , Fuzhou RDC",1583.8,8.507128256,0.071046651,150.0059524,3,3,5,4,4,5,2,2,5,
1436,20/01/2014,1,2014,1 /2014,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,285.0610975,0.367777985,115.8608092,4,1,2,4,4,5,3,1,4,
1437,20/01/2014,1,2014,1 /2014,Carrier08,Hefei CDC,Guangdong RDC,"Hefei CDC , Guangdong RDC",1050.048508,84.06,1.05583546,190.1203611,1,5,1,4,4,5,2,3,3,
1438,20/01/2014,1,2014,1 /2014,Carrier08,Hefei CDC,Beijing RDC,"Hefei CDC , Beijing RDC",922.8,1.982182401,0.186459086,195.2542373,1,5,1,4,4,5,2,3,4,
1439,20/01/2014,1,2014,1 /2014,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,117.5171339,0.342486088,124.4927954,4,1,2,4,4,5,3,1,4,
1440,20/01/2014,1,2014,1 /2014,Carrier08,Shenzhen CDC,Tianjin RDC,"Shenzhen CDC , Tianjin RDC",1853.5,25.66978028,0.268570121,141.6675824,2,3,4,2,2,5,1,2,4,
1441,20/01/2014,1,2014,1 /2014,Carrier08,Shenzhen CDC,Qingdao RDC,"Shenzhen CDC , Qingdao RDC",1583.8,33.33636913,0.309999487,122.3387387,2,3,4,2,2,2,1,2,4,
1442,20/01/2014,1,2014,1 /2014,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,7.344923043,0.32451092,120,4,1,2,2,2,2,3,1,4,
1443,21/01/2014,1,2014,1 /2014,Carrier06,Beijing CDC,Hangzhou RDC,"Beijing CDC , Hangzhou RDC",1131,75.93034001,0.256911423,145.9061977,3,3,5,4,3,3,3,1,4,
1444,21/01/2014,1,2014,1 /2014,Carrier08,Chengdu CDC,Changsha RDC,"Chengdu CDC , Changsha RDC",935,38.68874447,0.159916276,262.4239351,2,3,3,4,4,5,1,3,5,
1445,21/01/2014,1,2014,1 /2014,Carrier08,Hefei CDC,Tianjin RDC,"Hefei CDC , Tianjin RDC",814.1219863,167.35,1.144492561,239.9238579,1,5,1,2,2,5,1,3,2,
1446,21/01/2014,1,2014,1 /2014,Carrier08,Shenzhen CDC,Taiyuan RDC,"Shenzhen CDC , Taiyuan RDC",1675.3,320.5252806,0.232415099,161.9516034,2,3,4,2,2,5,1,1,4,
1447,21/01/2014,1,2014,1 /2014,Carrier05,Shanghai CDC,Nanchang RDC,"Shanghai CDC , Nanchang RDC",628.7,258.5904926,0.260622891,151.894129,5,4,3,2,2,2,2,2,4,
1448,22/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,19.09237696,0.200094333,190.1430843,3,3,5,4,3,3,3,1,4,
1449,22/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Changsha RDC,"Beijing CDC , Changsha RDC",1344.6,1.177209476,0.030132819,605.3125,3,3,5,4,4,5,1,3,5,
1450,22/01/2014,1,2014,1 /2014,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,1591.903448,0.309974363,125.558326,4,1,2,2,2,2,3,1,4,
1451,22/01/2014,1,2014,1 /2014,Carrier04,Chengdu CDC,Jiulongpo RDC,"Chengdu CDC , Jiulongpo RDC",284.4,82.50828632,0.298421581,128.1180812,2,3,3,4,3,3,2,1,4,
1452,22/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Changsha RDC,"Shanghai CDC , Changsha RDC",888.9,474.487661,0.200230297,195.7909812,5,4,3,4,4,5,2,2,5,
1453,23/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,257.4971171,0.188479311,191.7304747,5,4,3,4,4,5,4,2,5,
1454,23/01/2014,1,2014,1 /2014,Carrier06,Shanghai CDC,Hefei RDC,"Shanghai CDC , Hefei RDC",413.4,14.44825787,0.262055557,143.0987124,5,4,3,4,3,3,3,1,4,
1455,23/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Harbin RDC,"Beijing CDC , Harbin RDC",1057.4,46.35202167,0.303551307,122.9021277,3,3,5,4,3,3,2,1,4,
1456,23/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,565.4085974,0.183323624,197.1704918,5,4,3,4,4,5,4,2,5,
1457,23/01/2014,1,2014,1 /2014,Carrier11,Beijing CDC,Zhengzhou RDC,"Beijing CDC , Zhengzhou RDC",627.4,294.784533,0.274859426,133.2363991,3,3,5,2,2,5,3,1,4,
1458,23/01/2014,1,2014,1 /2014,Carrier02,Huiyang CDC,Kunming RDC,"Huiyang CDC , Kunming RDC",1205.6,17.41414048,0.043562267,256.6408669,4,1,2,4,3,3,3,2,4,
1459,24/01/2014,1,2014,1 /2014,Carrier06,Hefei CDC,Nanjing RDC,"Hefei CDC , Nanjing RDC",151.2,1.339499053,0.170590786,237.1324201,1,5,1,2,2,2,2,3,5,
1460,24/01/2014,1,2014,1 /2014,Carrier06,Huiyang CDC,Hefei RDC,"Huiyang CDC , Hefei RDC",1031,74.42269802,0.235513749,155.5837563,4,1,2,4,3,3,2,1,4,
1461,24/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,9.228302834,0.174929124,218.2343234,3,3,5,4,3,3,3,1,4,
1462,24/01/2014,1,2014,1 /2014,Carrier08,Shanghai CDC,Wuhan RDC,"Shanghai CDC , Wuhan RDC",691.8,271.4716596,0.208411317,191.56374,5,4,3,2,2,5,2,2,4,
1463,24/01/2014,1,2014,1 /2014,Carrier06,Beijing CDC,Tianjin RDC,"Beijing CDC , Tianjin RDC",137.3,0.582357828,0.298697121,130.2752294,3,3,5,2,2,5,3,1,4,
1464,27/01/2014,1,2014,1 /2014,Carrier06,Huiyang CDC,Hefei RDC,"Huiyang CDC , Hefei RDC",1031,139.7170341,0.306134704,119.4463033,4,1,2,4,3,3,2,1,4,
1465,27/01/2014,1,2014,1 /2014,Carrier02,Shanghai CDC,Nanning RDC,"Shanghai CDC , Nanning RDC",1618.1,17.70473191,0.073325826,139.4579439,5,4,3,2,2,2,1,2,5,
1466,27/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Xian RDC,"Beijing CDC , Xian RDC",911.6,35.60973337,0.325578372,119.2644135,3,3,5,2,2,5,2,3,4,
1467,27/01/2014,1,2014,1 /2014,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,24.07193572,0.348471634,138.101425,2,3,3,4,4,5,3,1,4,
1468,27/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Xian RDC,"Beijing CDC , Xian RDC",911.6,3.705595695,0.312447044,123.9047619,3,3,5,2,2,5,2,3,4,
1469,27/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Fuzhou RDC,"Beijing CDC , Fuzhou RDC",1583.8,2.058856169,0.104413419,101.2195122,3,3,5,4,4,5,2,2,5,
1470,27/01/2014,1,2014,1 /2014,Carrier08,Hefei CDC,Xian RDC,"Hefei CDC , Xian RDC",826.2451831,169.18,1.138655704,236.2375197,1,5,1,2,2,5,1,3,2,
1471,28/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,63.79381256,0.251263706,150.6818182,3,3,5,4,3,3,3,1,4,
1472,28/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Chongqing RDC,"Beijing CDC , Chongqing RDC",560.2,77.48751125,0.315974862,121.0284766,3,3,5,4,4,5,3,1,4,
1473,28/01/2014,1,2014,1 /2014,Carrier08,Beijing CDC,Chongqing RDC,"Beijing CDC , Chongqing RDC",560.2,1.236521755,0.223862702,172.9824561,3,3,5,4,4,5,3,1,4,
1474,28/01/2014,1,2014,1 /2014,Carrier08,Chengdu CDC,Beijing RDC,"Chengdu CDC , Beijing RDC",1518.7,37.88414028,0.145029716,262.5954198,2,3,3,4,4,5,2,3,5,
1475,28/01/2014,1,2014,1 /2014,Carrier02,Beijing CDC,Lanzhou RDC,"Beijing CDC , Lanzhou RDC",1161.4,1.67571834,0.078556292,144.6220472,3,3,5,4,3,3,2,1,4,
1476,28/01/2014,1,2014,1 /2014,Carrier06,Shanghai CDC,Guiyang RDC,"Shanghai CDC , Guiyang RDC",1547.04249,142.68,0.957512351,186.7390461,5,4,3,4,4,5,2,2,4,
1477,28/01/2014,1,2014,1 /2014,Carrier08,Shenzhen CDC,Taiyuan RDC,"Shenzhen CDC , Taiyuan RDC",1675.3,175.5938227,0.291148223,129.1711518,2,3,4,2,2,5,1,1,4,
1478,28/01/2014,1,2014,1 /2014,Carrier08,Hefei CDC,Chengdu RDC,"Hefei CDC , Chengdu RDC",1271,242.3865937,0.161512657,236.6698737,1,5,1,4,4,5,1,3,4,
1479,10/02/2014,2,2014,2 /2014,Carrier03,Chengdu CDC,Lanzhou RDC,"Chengdu CDC , Lanzhou RDC",581.9,367.7108442,0.415050345,132.1270502,2,3,3,4,3,3,1,1,4,
1480,10/02/2014,2,2014,2 /2014,Carrier08,Shanghai CDC,Chengdu RDC,"Shanghai CDC , Chengdu RDC",1688.6,520.31766,0.238170183,156.93377,5,4,3,4,4,5,3,2,4,
1481,10/02/2014,2,2014,2 /2014,Carrier08,Shenzhen CDC,Qingdao RDC,"Shenzhen CDC , Qingdao RDC",1583.8,471.5307556,0.248100957,153.0417039,2,3,4,2,2,2,1,2,4,
1482,10/02/2014,2,2014,2 /2014,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,0.061880885,0.294152612,187.9310345,4,1,2,4,4,5,3,1,4,
1483,10/02/2014,2,2014,2 /2014,Carrier01,Shanghai CDC,Guangdong RDC,"Shanghai CDC , Guangdong RDC",1202.6,44.67263819,0.261322373,149.0031447,5,4,3,4,4,5,1,2,4,
1484,11/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Nanchang RDC,"Beijing CDC , Nanchang RDC",1263.8,16.6147748,0.076321039,128.7406577,3,3,5,2,2,2,2,1,5,
1485,11/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Nanning RDC,"Beijing CDC , Nanning RDC",2053.7,57.46560868,0.070393713,142.4731183,3,3,5,2,2,2,1,1,5,
1486,11/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Nanjing RDC,"Beijing CDC , Nanjing RDC",927.2,48.89025065,0.124950037,80.84291188,3,3,5,2,2,2,2,1,5,
1487,11/02/2014,2,2014,2 /2014,Carrier06,Shenzhen CDC,Hefei RDC,"Shenzhen CDC , Hefei RDC",1070,61.96399271,0.241292807,159.3625498,2,3,4,4,3,3,1,1,4,
1488,12/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,109.8474809,0.268974396,140.5932436,3,3,5,4,3,3,3,1,4,
1489,12/02/2014,2,2014,2 /2014,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,93.71189769,0.272083932,137.4506729,5,4,3,2,2,2,5,1,4,
1490,12/02/2014,2,2014,2 /2014,Carrier08,Shenzhen CDC,Nanning RDC,"Shenzhen CDC , Nanning RDC",565.6,94.09519447,0.240897043,157.9597438,2,3,4,2,2,2,1,2,4,
1491,12/02/2014,2,2014,2 /2014,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,31.42752672,0.436311038,108.0506519,4,1,2,4,4,5,5,1,3,
1492,12/02/2014,2,2014,2 /2014,Carrier06,Shanghai CDC,Hainan RDC,"Shanghai CDC , Hainan RDC",1691.49454,860.44,1.019321425,153.0293459,5,4,3,4,4,5,2,2,2,
1493,12/02/2014,2,2014,2 /2014,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,102.8613927,0.360471605,118.2341772,4,1,2,4,4,5,3,1,4,
1494,12/02/2014,2,2014,2 /2014,Carrier07,Huiyang CDC,Nanning RDC,"Huiyang CDC , Nanning RDC",636.6,1.2364593,0.2122717,175.9615385,4,1,2,2,2,2,2,1,4,
1495,12/02/2014,2,2014,2 /2014,Carrier02,Hefei CDC,Harbin RDC,"Hefei CDC , Harbin RDC",1751.3,6.816905023,0.04420262,241.9230769,1,5,1,4,3,3,1,3,5,
1496,13/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,170.1150987,0.308693821,122.2133758,3,3,5,4,3,3,3,1,4,
1497,13/02/2014,2,2014,2 /2014,Carrier08,Chengdu CDC,Beijing RDC,"Chengdu CDC , Beijing RDC",1518.7,22.81712512,0.145160542,262.6903553,2,3,3,4,4,5,2,3,5,
1498,13/02/2014,2,2014,2 /2014,Carrier02,Chengdu CDC,Fuzhou RDC,"Chengdu CDC , Fuzhou RDC",1596.3,47.57071953,0.043314845,262.7960275,2,3,3,4,4,5,1,3,5,
1499,13/02/2014,2,2014,2 /2014,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,6.001185365,0.47763786,107.9960186,4,1,2,4,4,5,3,1,4,
1500,13/02/2014,2,2014,2 /2014,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,0.059910764,0.344909407,155.1724138,4,1,2,4,4,5,3,1,4,
1501,13/02/2014,2,2014,2 /2014,Carrier05,Shanghai CDC,Nanchang RDC,"Shanghai CDC , Nanchang RDC",628.7,134.4855572,0.228174651,173.7694161,5,4,3,2,2,2,2,2,4,
1502,14/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,269.5123193,0.279845259,135.0371945,3,3,5,4,3,3,3,1,4,
1503,14/02/2014,2,2014,2 /2014,Carrier07,Chengdu CDC,Kunming RDC,"Chengdu CDC , Kunming RDC",659.5,1148.188237,0.311800411,133.0084326,2,3,3,4,3,3,2,1,4,
1504,14/02/2014,2,2014,2 /2014,Carrier04,Chengdu CDC,Nanning RDC,"Chengdu CDC , Nanning RDC",981.1,1186.063709,0.309903574,131.2604731,2,3,3,2,2,2,1,1,4,
1505,15/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Nanchang RDC,"Beijing CDC , Nanchang RDC",1263.8,31.18352167,0.123372059,79.0513834,3,3,5,2,2,2,2,1,5,
1506,15/02/2014,2,2014,2 /2014,Carrier08,Beijing CDC,Changchun RDC,"Beijing CDC , Changchun RDC",865.3,415.5213736,0.239322302,152.9359756,3,3,5,4,4,5,2,1,4,
1507,17/02/2014,2,2014,2 /2014,Carrier08,Chengdu CDC,Zhengzhou RDC,"Chengdu CDC , Zhengzhou RDC",1030.4,54.43582564,0.140318193,269.3133047,2,3,3,2,2,5,1,3,5,
1508,17/02/2014,2,2014,2 /2014,Carrier08,Chengdu CDC,Beijing RDC,"Chengdu CDC , Beijing RDC",1518.7,54.46839885,0.141552461,269.2561105,2,3,3,4,4,5,2,3,5,
1509,17/02/2014,2,2014,2 /2014,Carrier02,Hefei CDC,Kunming RDC,"Hefei CDC , Kunming RDC",1600.3,12.84545725,0.20661276,198.2142857,1,5,1,4,3,3,1,3,4,
1510,18/02/2014,2,2014,2 /2014,Carrier06,Beijing CDC,Hangzhou RDC,"Beijing CDC , Hangzhou RDC",1131,158.3266299,0.303050632,123.6098475,3,3,5,4,3,3,3,1,4,
1511,18/02/2014,2,2014,2 /2014,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,15.58363882,0.278685508,134.1176471,5,4,3,2,2,2,5,1,4,
1512,18/02/2014,2,2014,2 /2014,Carrier12,Shanghai CDC,Qingdao RDC,"Shanghai CDC , Qingdao RDC",742.2,1.66528468,0.230360801,162.3333333,5,4,3,2,2,2,2,2,5,
1513,19/02/2014,2,2014,2 /2014,Carrier02,Beijing CDC,Hefei RDC,"Beijing CDC , Hefei RDC",921.3,34.46210066,0.072902011,137.7077295,3,3,5,4,3,3,1,2,5,
1514,19/02/2014,2,2014,2 /2014,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,190.0623509,0.358958808,108.3329594,4,1,2,2,2,2,3,1,4,
1515,19/02/2014,2,2014,2 /2014,Carrier07,Huiyang CDC,Chengdu RDC,"Huiyang CDC , Chengdu RDC",1348,47.58472514,0.31074156,142.5345044,4,1,2,4,4,5,2,1,4,
1516,19/02/2014,2,2014,2 /2014,Carrier08,Beijing CDC,Fuzhou RDC,"Beijing CDC , Fuzhou RDC",1583.8,19.21059967,0.201084803,194.5806452,3,3,5,4,4,5,2,2,5,
